en;ru;kk;translation_key;is_preload
Create a new Currency;Создание новой Валюты;Жаңа Валюта жасау;currency_newcurrency;0
Create a letter;Создать письмо;Хат жасау;letterCreate;0
PCO;ОТП;ОТП;login_factor_Generator;0
Mandatory field!;Обязательное поле!;Міндетті жол!;common_mandatory_field;0
Clear;Очистить;Тазалау;common_clean;0
Details unit: Receiver;Блок реквизитов: Получатель;Деректемелер блогы: Алушы;recipientDetailsBlock;0
Document number;Номер документа;Құжат нөмірі;common_documentNumber;0
This filed should not exceed 64 characters!;Это поле не должно превышать 64 символа!;Бұл жолда 64 белгіден артық болмауы тиіс!;noMore64Symbols;0
Clear;Очистить;Тазалау;common_clear;0
Transaction type;Тип транзакции;Транзакциялар типі;transactionType;0
Valid from;Действует с;бастап әрекет етеді;companyperson_certificate_from;0
Wrong try;Неверная попытка;Дұрыс емес қадам;otp.fail_attempt;0
Payment destination code (PDC);Код назначения платежа(КНП);Төлемнің белгілену коды  (ТБК);purposeCode;0
Hide balance for all accounts;Скрыть остаток по всем счетам;Барлық шоттар бойынша қалдықты жасыру;common_hideBalance;0
View of details;Просмотр деталей;Тетіктерді қарау;banks_localBankOperations;0
View and Editing of the document status;Просмотр и редактирование Статуса документа;Құжат мәртебесін қарау және редакциялау;viewingEditingDocStatus;0
in;в;сонда;common_in;0
Create a salary deduction;Создание Зарплатного отчисления;Еңбекақы аудару жасау;paymentOrder_addNewPayroll;0
IIN / BIN of the recipient;ИИН/БИН получателя;Алушының ЖСН/БСН;invoice.receiver.bin;0
Task Group List;Список Групп задач;Міндеттер Тобының тізімі;jobs.CroupList;0
Wrong file type. --- acceptable;Неверный тип файла. Допустимы:;Дұрыс емес файл типі. Жол беріледі:;common_WrongFileType;0
Managers;Менеджеры;Менеджерлер;navigation_managers;0
Branch;Филиал;Филиал;common_branch;0
Local banks;Локальные банки;Жергілікті банктер ;navigation_localBanks;0
Warning;Предупреждение;Ескерту;warning;0
Recipient's beneficiary code;КБЕ Получателя;Алушының КБЕ;transferRequisites_recipientResidencyCode;0
Country Code;Код страны;Елдің коды;intTransfer_recipientBankCountryCode;0
Интернет-протокол;IP;IP;EventsExcelCreator.Terminal;0
Add ;Добавить;Қосу;paymentOrder_add;0
id;ид;сд;common_id;0
The purpose of the payment has not changed;Назначение платежа не изменилось;Төлемнің белгіленуі өзгермеген;paymentOrder_paymentHasNotChanged;0
User action;Действие пользователя;Пайдаланушының әрекеті;events_useraction;0
Account type;Вид счёта;Шот түрі;accountType;0
Task type name;Название типа задачи;Тапсырма типінің атауы;jobs.jobType;0
Import is completed;Импорт завершен;Импорт аяқталды;common_imported;0
Change password;смена пароля;Құпиясөзді ауыстыру;changepassword__title;0
View of the letter;Просмотр письма;Хатты қарау;letterViewing;0
Country;Страна;Ел;intTransfer_recipientBankCountry;0
Change password;смена пароля;Құпиясөзді ауыстыру;customeruser_changepassword;0
