en;ru;kk;translation_key;output_channel
3 letters;3 буквенных символа;3 әріптік таңба;common_field_3letters;W
Calendars list error loading. Please reload the page or try again later;Ошибка загрузки списка календарей. Перезагрузите страницу или попробуйте позже;Күнтізбелер тізімін қотару қателігі. Бетті қайта қотарыңыз немесе кейін талпынып көріңіз;calendarsLoadingErrorReload;W
VC Tariffs;Тарифы УЦ;ЕО тарифтері;tariffs;W
Block requisites: Info from bank;Блок реквизитов: Информациия от банка;Деректемелер блогы: Банктен келген ақпарат;refunds.infoFromBank;W
Sent;Отправлено;Жіберілді;sent;W
Document types;Типы документов;Құжат түрлері;signingrules_doctypes;W
Your online session will expire in;Сессия завершится через;Сессия ... кейін аяқталады;mainbar_timeoutWarning;W
characters maximum length;символов максимальная длина;Максималды ұзындығы ... таңба;paymentOrder_valid_lengthLimit;W
iban has wrong format;iban имеет не правильный формат;iban форматы қате;common.iban.wrongCode;W
Temporary certificate;Технологический сертификат;Технологиялық сертификаты;companyperson_certificate_temp;W
Send;Отправить;Жіберу;send;W
Employees;Сотрудники;Қызметкерлер;navigation_employees;W
Terminal IP;IP терминала;Терминалдың IP;events_terminal2;W
Link;Ссылка;Сілтеме;link;W
Change;Изменить;Өзгерту;Common_change;W
Pension contribution refund;Возврат по пенсионному отчислению;Зейнетақы аударымы бойынша қайтарым;refunds.pensioncontribution;W
The total blocked amount;Общая заблокированная сумма;Жалпы бұғатталған сома;totalBlockedAmount;W
Cod;Код;Коды;paymentOrder_payerResidencyCode;W
Additional information;Дополнительная информация;Қосымша ақпарат;paymentOrder_info;W
Manager menu;Меню менеджера;Менеджердің мәзірі;page_managermenutitle;W
Correspondent account;Кор. счет;Корреспонденттік шоты;intTransfer_correspondentAccount;W
Cost;Стоимость;Бағасы;cost;W
template notification;Шаблон уведомления;Хабарлама үлгісі;template_notification;W
Roles;Роли;Рөлдер;companyPersonEdit_roletabTitle;W
Counterparty;Контрагент;Контрагент;counterparty;W
Continue;Продлить;Ұзарту;mainbar_continue;W
Operations with the Deposit product type;Действия;Әрекеттер;operationsWithDepositProductType;W
Files;Файлы;Файлдар;intTransfer_files;W
Block/Unblock card;Блокировка/Разблокировка карты;Картаны бұғаттау/Бұғаттан шығару;title_block_unblock;W
Card number;Номер карты;Карта нөмірі;card_number;W
Is blocked;Блокирован;Бұғатталған;card_number_is_blocked;W
No data in the table;Данные в таблице отсутствуют;Кестедегі деректер жоқ;grid_emptyRowLabel;W
hour;Часы;Сағат;hour;W
minute;Минуты;Минуттар;minute;W
Demand;Заявление;Өтініш;demand_tab;W
for document;По документу;Құжат бойынша;for_document;W
job Group;Группа задач;Мақсаттар тобы;jobsGroup.edit_jobGroup.title;W
Draft number;Номер черновика;Алғашқы түрінің нөмірі;draft_number;W
Draft type;Тип черновика;Алғашқы түрінің типі;draft_type;W
Intermediary bank;Банк посредник;Делдалдық банк;bank_correspondent;W
Document;Документ;Құжат;document;W
Login properties;Настройки входа;Кіру баптаулары;personal_login;W
document;документом;Құжатпен;document1;W
Click to hide this message;кликните чтобы скрыть это сообщение;Бұл хабарды жасыру үшін шертіңіз;Click_hide_this_message;W
