"id";"ru";"translation_key"
3327;Просмотр/Редактирование Шаблона  Социального отчисления;paymentOrder_viewEditSocialTemplate
3328;Кор. счет Банка;counterparty_bankAccount
3329;Код VO;intTransfer_codeVo
3330;Просмотр и редактирование Вида карт;viewingAndEditingCardType
3331;Синхронизировано успешно!;syncSuccessful
3332;Выход;login_exit
3333;Просмотр международного перевода валюты;intTransfer_view
3334;Действия;common_depositOperations
3335;Задачи;system_job
3336;Начиная с даты;standing.order.from.date
3337;Настройки фильтра пользователей;customerUser_filtertitle
3338;История по задачам;navigation_jobs_history
3339;Настройки фильтра;common.filter.settings
3340;Неправильный код;paymentOrder_valid_wrongCode
3341;Наименование или ИИН/БИН организации получателя;refunds.filter.receiver
3342;Счет получателя;domTransfer_receiverAccount
3343;Дата инвойса;intTransfer_invoiceDate
3344;Редактирование параметров уполномоченного лица:;companyPersonEdit_title
3345;Создать международный перевод валюты;intTransfer_create
3346;в строке;payment.import.result.document.line.number
3347;№ основного документа;withdraw_doc_num
3348;Менеджеры;organizations_managers
3349;В процессе обработки;common_inProcessing
3350;Признак права подписи от имени банка;manager_isBankSign
3351;КПП;intTransfer_recipientKpp
3352;Сообщения импорта;upload_documentForUpload
3353;От;common_from
3354;Список менеджеров;managers_title
3355;Важен;signingrules_inorder
3356;Комментарий;events_comment
3357;Создание Вида карт;creatingCardType
3358;Вы действительно хотите удалить Статус документа;sureYouWantDeleteDocStatus
3359;Почтовый адрес;postAddress
3360;Детали счёта;common_accountDetails
3361;Изменить email;personal_changeEmail
3362;Статус счёта;accountStatus
3363;не правильный email;common_Invalid_email
3364;Банк плательщика;payersBank
3365;Начало действия;exchangeRates_start
3366;Обязательное поле!;common_mandatory_field
3367;Очистить;common_clean
3368;Блок реквизитов: Получатель;recipientDetailsBlock
3369;Номер документа;common_documentNumber
3370;Это поле не должно превышать 64 символа!;noMore64Symbols
3371;Очистить;common_clear
3372;Тип транзакции;transactionType
3373;Действует с;companyperson_certificate_from
3374;Код назначения платежа(КНП);purposeCode
3375;Просмотр и редактирование Статуса документа;viewingEditingDocStatus
3376;Создание Зарплатного отчисления;paymentOrder_addNewPayroll
3490;Закрытые;common_closed
3377;ИИН/БИН получателя;invoice.receiver.bin
3378;Список Групп задач;jobs.CroupList
3379;Неверный тип файла. Допустимы:;common_WrongFileType
3380;Менеджеры;navigation_managers
3382;Локальные банки;navigation_localBanks
3383;Предупреждение;warning
3384;КБЕ Получателя;transferRequisites_recipientResidencyCode
3385;Код страны;intTransfer_recipientBankCountryCode
3386;Добавить;paymentOrder_add
3387;ИД;common_id
3388;Действие пользователя;events_useraction
3389;Вид счёта;accountType
