en;ru;kk;translation_key;output_channel
Transfer;Перевод;Аударым;transfer;W
Name of the agent-bank;Наименование Банка Посредника;Делдал Банкінің атауы;intTransfer_agentBankName;W
Blocked;Блокирован;Бұғатталған;common_blocked;W
Customer data;Клиентские данные;Клиенттік деректер;clientData;W
All users are selected;Все пользователи выбраны;Барлық пайдаланушылар таңдалды;customeruser_allselected;W
Apply;Применить;Қолдану;common_ok;W
Actions ;Действия;Әрекеттер;operationsWithCardType;W
Selected user’s;пользователя выбрано;пайдаланушы таңдалды;customeruser_X4selected;W
Change password;Сменить пароль;Құпиясөзді ауыстыру;customeruser_forcePasswordChange;W
Dates shuld not be the same;Даты не должны быть одинаковыми;Күндер бірдей болмауы тиіс;exchangeRate.date.same;W
Set an amount;Зафиксировать сумму;Соманы тіркеу;fix_amount;W
Error while updating. Is this a duplicate?;Ошибка при обновлении. Возможно это дубликат?;Жаңалағандағы қате. Мүмкін бұл телдана?;updatingCalendarError;W
Error while requesting a Certification Center;Ошибка при запросе на Удостоверяющий Центр;Куәлендіруші Орталыққа сұраныс жасағандағы қате;vcReqError;W
Skip and sign in;Пропустить и войти;Өткізу және кіру;login_skipandlogin;W
Bank details of the counterparty;Реквизиты Банка контрагента;Контрагент Банкі деректемелері;counterparty_bankRequisites;W
Events up to;События до;.. Дейінгі оқиға;events_eventsto;W
View and Editing the notification type;Просмотр и редактирование типа уведомления;Хабарлама типін қарау және редакциялау;viewingEditingNotificationType;W
Payroll refund;Возврат по зарплатному отчислению;Возврат по зарплатному отчислению;refunds.payroll;W
Your ibank account has been created, please click on the URL below to activate it:;Your ibank account has been created, please click on the URL below to activate it:;Your ibank account has been created, please click on the URL below to activate it:;email.activation.text1;W
Browser version;Версия броузера;Браузер нұсқасы;events_browser;W
Regards,;Regards,;Regards,;email.activation.text2;W
Start a chat;Начать чат;Чатты бастау;startChat;W
View details /edit;Просмотр деталей / редактировать;Тетіктерді қарау  /редакциялау;common_detailsEdit;W
Point of delivery;Точка доставки;Жеткізу нүктесі;demandType_delivery;W
Name or IIN/BIN of sender organization;Наименование или ИИН/БИН организации отправителя;Жіберуші ұйымының атауы немесе ЖСН/БСН;refunds.filter.sender;W
Setting of access;Настройка доступа;Қолжеткізуді баптау;navigation_permissions;W
Create a new category;Создать новую категорию;Жаңа санат жасау;CodeCategory_createNewCategory;W
No;Нет;Жоқ;common_no;W
User type;Тип пользователя;Пайдаланушы типі;events_usertype;W
VAT included (12%);C НДС (12%);ҚҚС-пен (12%);paymentOrder_vat12;W
IIN of the employee is not filled ;Не заполнен ИИН сотрудника;қызметкердің ЖСН толтырылмаған;common_taxCodeIsEmpty;W
Card block history;История блокировок карты;Карталарды бұғаттау тарихы;cardBlockingHistory;W
